Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description,have_error,is_empty,Pic_have_error,Pic_is_empty
0,100,2024-10-02T13:04:25.000Z,721,339,0,1,"tattooart ,realistictattoo ,realistictattoos ,realistictattooartist ,tattoodesign ,tattooideas ,tattooidea ,blackandgreytattoo ,Inkmag ,tattooed ,tattooedpeople ,tattooedmen ,realismtattooartist ,realismtattoo ,realistic ,realisticink ,tattooinstagram ,tattoolove ,tattoolovers ,bnginksociety'",No Pic Description,False,False,False,True
1,108,2024-11-07T02:07:41.000Z,6,0,1,0,"Original ,Sorrowful ,Graffiti '",The illustration of text.,False,False,False,False
2,1,2024-11-08T04:19:30.000Z,61,0,1,0,"cat ,catlover ,catlife ,cats_of_world ,kitten ,instacat ,cats_of_instagram ,kitty ,meow ,neko ,fitfit ,fitfittravel ,Puppet cat ,cat ,Cat -star ,Sea Leopard Bobcats two colors ,Fitfit's fantasy journey ,Ragdoll ,Rackdol cat ,cat ,cat ,Cat ,catsofinstagram ,seallynxbicolor'","Puppet cats, kittens and text images.",True,False,False,False
3,20,2024-11-08T03:32:56.000Z,25,0,0,1,"Monochrome ,standupcomedy ,Uzhic ,Gi Kai '",No Pic Description,False,False,False,True
4,38,2024-11-12T10:13:33.000Z,43,0,1,0,no hashtage,No Pic Description,False,True,True,False
5,424,2024-10-12T11:01:17.000Z,11,0,0,1,"cleaning ,asmrcleaningvideo'",No Pic Description,False,False,False,True
6,4,2024-11-11T04:00:15.000Z,6,0,1,0,"Natural cat litter ,Shovel is also a small thing for happiness'","Pets, pet feed and text images.",False,False,False,False
7,793,2024-11-07T19:24:39.000Z,3,321,0,1,no hashtage,No Pic Description,False,True,False,True
0,9,2024-09-13T08:57:54.000Z,51,0,0,1,"SangingXfruits ,sablebreton ,red fruits pie ,red fruits ,sablebreton ,luxembourg ,Patisserie recipe ,faitmaison ,patisseriemaison ,Pastry chief ,Madinluxregian ,pastryoftheday ,patronage ,ganachemontee ,foodblogger ,pastryblogger ,red fruits ,Luxembourg has fun ,Luxembourg has list ,Luxembourg has edit Luxembourg ,pole ,VIVREDEDASSION ,crisp ,tarte ,dessertete ,dessertmaison'",No Pic Description,False,False,False,True
1,42,2024-11-09T03:14:43.000Z,2,0,0,1,"Cheese ,cat ,Cat ,Cat ,Cat Daily ,Cat diary ,Cute pet ,Cute pet ,cute ,Animal confusion behavior ,Cat ,Record cat daily life ,The fun of shovel officers ,Cat who was forced to open ,Cute pet ,Cat ,Cat -star ,Meow ,Cat ,Hairy child ,fyp ,recommend ,Taipei ,Tainan ,Taiwan West '",No Pic Description,True,False,False,True
0,95,2024-10-21T21:19:40.000Z,7,0,0,1,"detalhamentoautomotivo ,Automotive aesthetics ,cardetail ,Carrobemcare ,vitrification ,polimentotecnico ,ibiritis ,lagoazul ,details ,esteticapremium ,coating ,Hydrolepelence ,hygiene ,dry hygiene ,detail ,supercarros ,fulldetail ,fyp ,reels ,viral ,viralvideos",No Pic Description,True,False,False,True
1,11,2024-11-12T05:57:57.000Z,84,0,1,0,no hashtage,No Pic Description,False,True,True,False
0,1,2024-11-05T18:58:38.000Z,58,0,0,1,no hashtage,No Pic Description,False,True,False,True
0,1,2024-10-07T15:57:23.000Z,113,285,0,1,"mechanical ,machinery ,heavyequipment ,engineering ,innovation ,technology ,skill ,tech ,electronics ,machine ,Technevs ,instatech ,manufacturing ,awesome ,worldofengineering ,satisfying ,thebest",No Pic Description,True,False,False,True
0,1,2024-09-13T20:58:05.000Z,44,320,0,1,"productdesign ,designinspiration ,designinspirations ,innovativedesign ,innovativeproducts ,industrialdesigner ,designlove ,designideas ,archiproducts ,creativedesign ,homedecoration ,design ,designdeinteriores ,housebeautiful ,designlife ,innovations ,gadgetsnews'",No Pic Description,True,False,False,True
1,82,2024-11-11T10:55:27.000Z,1,0,0,1,"Hurry up, '",No Pic Description,False,False,False,True
0,1,2024-10-11T04:03:06.000Z,2,209,0,1,no hashtage,No Pic Description,False,True,False,True
0,4,2024-11-09T05:10:05.000Z,0,0,0,1,"innovation ,cooltech ,newtechnology'",No Pic Description,True,False,False,True
0,444,2024-10-21T16:45:55.000Z,19,0,0,1,"phonecleaning ,scenar ,holistictherapy ,rhythmking ,biofeedbackpractitioner ,counselling ,harleystreet ,crouchend ,marilynallentherapeuticcounselling ,musicheals ,loveheals ,quantumbiofeedback ,quantumeductor ,teencounselling ,cosmodic ,adolescenttrauma ,marilynallenphd ,therapeuticcounselling ,consciousness ,alternativemedicine ,self ,biofeedback ,complimentarymedicine ,scio ,phone ,uv'",No Pic Description,True,False,False,True
0,1,2024-10-09T20:15:59.000Z,49,29,0,1,burnaboy',No Pic Description,True,False,False,True
1,42,2024-11-11T03:26:43.000Z,1,0,0,1,"Cheese ,cat ,Cat Daily ,Cat diary ,Cute pet ,cute ,Cat ,Record cat daily life ,The fun of shovel officers ,Cat who was forced to open ,pet ,Cat ,Hairy child ,fyp ,recommend ,Taipei ,Tainan ,Taiwan West '",No Pic Description,True,False,False,True
0,424,2024-10-10T00:07:09.000Z,10,0,0,1,"asmrcleaningvideo ,asmr'",No Pic Description,False,False,False,True
0,273,2024-11-01T07:18:38.000Z,493,0,0,1,no hashtage,No Pic Description,False,True,False,True
1,42,2024-11-07T03:14:46.000Z,52,0,0,1,"cat ,Cat ,Cat ,Cat diary ,Cute pet ,Cute pet ,Cat photography ,cute ,Animal confusion behavior ,Cat ,Cat who was forced to open ,Cute pet ,Cat ,Cat -star ,Meow ,Hairy child ,fyp ,Taiwan ,Taipei ,Taiwan West '",No Pic Description,True,False,False,True
2,32,2024-11-07T11:40:05.000Z,244,0,0,1,"85 degrees C ,Double 11 to enjoy the discount ,85 Crazy Double 11 with you ,Learn Boya buckwheat wake up double appearances ,Buy at the minimum ,Double Eleven discount ,discount ,Hsinchu Food ,Taichung Food ,Hualien Food ,Keelung Food ,Chiayi Food ,Taoyuan Food ,Taipei Food ,Yunlin Food ,Pingtung Food",No Pic Description,True,False,False,True
0,77,2024-10-30T21:22:51.000Z,1,136,0,1,"viralvideos ,viralreels ,inspirational ,motivational ,predator ,bravery ,reeloftheday ,protection ,goviral ,mustwatch ,Reelitfeel '",No Pic Description,True,False,False,True
1,145,2024-11-12T12:50:53.000Z,1,0,0,1,"catsrestaurant ,kitty ,kittens ,instagramcats ,catoftheday ,lovecats ,lovekittens ,catsofig ,catlife ,catslover ,catsofinstagram ,cats ,cute ,pets ,meow ,animals ,inscat ,catstagram ,kitten ,asmr'",No Pic Description,True,False,False,True
2,42,2024-11-07T12:02:37.000Z,,0,0,1,"Cheese ,Cat ,Cat Daily ,Cat photography ,cute ,Animal confusion behavior ,Cat ,Record cat daily life ,The fun of shovel officers ,Cat who was forced to open ,pet ,Cat ,Cat -star ,fyp ,Taiwan ,Taipei ,Tainan ,Taiwan West '",No Pic Description,True,False,False,True
3,47,2024-11-07T20:01:55.000Z,0,0,1,0,"t1 ,lol ,worlds24 ,faker ,garnish",No Pic Description,True,False,True,False
4,669,2024-11-06T13:22:30.000Z,,0,1,0,no hashtage,No Pic Description,False,True,True,False
5,12,2024-08-29T16:14:35.000Z,2,154,0,1,no hashtage,No Pic Description,False,True,False,True
6,166,2024-11-09T11:59:02.000Z,5,0,0,1,no hashtage,No Pic Description,False,True,False,True
7,43,2024-11-11T12:01:13.000Z,16,0,1,0,"reco_ig ,iedemo_graphy ,genic_mag ,mst_premium",No Pic Description,True,False,True,False
0,8,2024-09-29T23:54:26.000Z,477,262,0,1,"civilengineering ,civilengineer ,concrete ,buildings ,contstruction ,building ,engineering ,architecture ,architecturelovers ,architects ,architectural ,interiordesigner ,interior ,interiors ,engenhariacivil ,ENGCIVIL ,engineer ,arquiteturaeurbanismo ,construction",No Pic Description,True,False,False,True
0,128,2024-11-04T09:22:26.000Z,92,318,0,1,"love ,art ,beautiful ,follow ,cute ,instadaily ,tbt ,repost ,music ,viral",No Pic Description,True,False,False,True
1,207,2024-11-11T08:00:11.000Z,98,0,1,0,"2111 diet method ,Celebrities slimming ,Coffee '",No Pic Description,True,False,True,False
0,444,2024-10-09T16:48:02.000Z,11,0,0,1,"Merelbeke ,cardetailingaddict ,autoschoonmaken ,carcleaningtips ,cardetailinglovers ,carcleaningproducts ,handcarwash ,opticoatproplus ,bmw ,carexpert",No Pic Description,True,False,False,True
1,88,2024-11-04T12:00:17.000Z,4,0,1,0,Mag,"Baby shoes, rear tie -up heels, bag shoes, boots and text images.",True,False,False,False
2,96,2024-11-10T03:15:54.000Z,26,0,0,1,"Taiwan ,Taipei attraction ,New North ,New Beibei Scenic Spots ,Stone gate ,North coast ,cafes ,Cafe Recommendation ,Landscape cafe ,Attraction ,Parent -child attraction ,Mesh attraction ,Popular attraction ,taiwan ,taipei ,is young ,travel ,taipeitravel ,photograph ,travel ,photography'",No Pic Description,True,False,False,True
3,41,2024-11-09T05:59:29.000Z,7,0,1,0,no hashtage,Cartoon in text.,False,True,False,False
4,2,2024-11-06T08:16:47.000Z,,0,1,0,"seventeen ,Seventeen ,dk ,Lee Seok -min ,Seokmin ,Dorogue ,Li Shuozhen ,Michikane '",No Pic Description,True,False,True,False
0,424,2024-11-02T22:50:44.000Z,16,0,0,1,asmrcleaningvideo,No Pic Description,True,False,False,True
1,83,2024-11-11T10:22:12.000Z,15,0,0,1,"Free exchange of godiva ,year",No Pic Description,False,False,False,True
0,424,2024-10-21T14:15:30.000Z,15,0,0,1,"cleaning ,asmrcleaningvideo'",No Pic Description,False,False,False,True
1,85,2024-11-12T12:25:34.000Z,1,0,1,0,no hashtage,No Pic Description,False,True,True,False
0,260,2024-10-28T05:14:50.000Z,788,0,0,1,"mobilerepair ,iphone ,Phonerepier ,microsoldering ,repairiphone ,cellphonerepair ,screenrepair ,iphonerepair ,datarecovery ,repair ,screenreplacement ,apple ,phonerepairshop ,samsungrepair ,microsoldadura ,laptoprepair ,samsung ,appleepair ,iPad Repair ,iphonefix ,macbookrepair ,crackedscreen ,soldering ,ipad ,tabletrepair ,smartphonerepair ,mobile ,computerrepair ,reballing",No Pic Description,True,False,False,True
1,2,2024-11-08T10:00:00.000Z,3,0,0,1,"Oleo ,Mug cupcake ,Mug cup recipe ,Ole cake ,cake ,milk ,Easy cooking ,Easy arrangement ,Easy cooking ,Lentin ,Aya ,Sweets ,sweets ,oreo ,oreocake ,recipe ,food ,cooking ,Tastemade '",No Pic Description,True,False,False,True
2,105,2024-11-05T10:14:41.000Z,2,0,0,1,"Dream ,Operating room ,Transform",No Pic Description,True,False,False,True
3,50,2024-11-13T03:45:53.000Z,353,0,0,1,"Musk ,nvidia ,GB200 ,Undertake ,share ,Film sharing ,recommend ,focus on ,Reprint ,Emotional quotation ,Inspirational ,fyp '",No Pic Description,True,False,False,True
0,4,2024-11-06T16:01:36.000Z,470,308,0,1,no hashtage,No Pic Description,False,True,False,True
1,2,2024-11-05T13:59:40.000Z,270,0,1,0,"By Beitudu No. 1 Middle School ,TCFSH2024 Campus Storm Character '",No Pic Description,False,False,True,False
0,1,2024-10-25T12:46:16.000Z,315,242,0,1,"moviescenes ,movies ,movielines ,movie ,movieaddict ,movielovers ,thesolace ,moviescene ,moviequotes ,tvshow ,film ,movie laws ,movieworld ,movietime ,cinema ,hollywood ,movie buff ,moviefacts ,cinematography ,movienight ,quotes ,motivationalquotes ,tvseries ,moviestar ,Film maker ,quotesdaily ,quotesforyou ,quotestoremember",No Pic Description,True,False,False,True
1,145,2024-11-06T14:26:46.000Z,1,0,0,1,"catsrestaurant ,kitty ,kittens ,instagramcats ,catoftheday ,lovecats ,catlover ,catsofig ,catlife ,catslover ,catsofinstagram ,cat ,cats ,cute ,pets ,meow ,animals ,animal ,inscat ,catstagram ,kitten ,asmr'",No Pic Description,True,False,False,True
0,4,2024-11-12T19:01:18.000Z,154,246,0,1,no hashtage,No Pic Description,False,True,False,True
1,1,2024-11-07T12:20:00.000Z,31,0,0,1,Murderer,No Pic Description,False,False,False,True
0,26,2024-11-07T22:34:08.000Z,120,0,0,1,"nearleans ,haircut ,louisianabarber ,kennerbarber ,Batsolebraiser ,metairiebarber ,lakecharlesbarber ,transformation ,slidellbarber ,hammondbarber ,laplacebarber ,Houmabarber ,gonzalesbarber ,covingtonbarber ,gulfportbarber ,lafayettebarber ,mobilebarber ,fade ,psychobarber ,scissorcut ,menshaircut ,bestbarber ,mandevillebarber ,barbervideos ,Houmabarber '",No Pic Description,True,False,False,True
0,101,2024-10-10T01:28:44.000Z,2,304,0,1,funny',No Pic Description,False,False,False,True
0,424,2024-10-12T11:01:17.000Z,11,0,0,1,"cleaning ,asmrcleaningvideo'",No Pic Description,False,False,False,True
0,4,2024-10-20T19:12:29.000Z,336,284,0,1,"notoriousfoodie ,italianfood ,homecooking ,homemade ,dataight ,comfortfood ,reels ,dinnerideas ,dinnertime ,cookingtime ,cookingram ,asmrfood ,easyRECIPES",No Pic Description,True,False,False,True
1,42,2024-11-13T03:12:05.000Z,1,0,0,1,"Cheese ,cat ,Cat ,Cat ,Cat Daily ,Cute pet ,Cute pet ,cute ,Record cat daily life ,The fun of shovel officers ,Cat who was forced to open ,Cute pet ,pet ,Cat -star ,Meow ,Cat ,Hairy child ,fyp ,Taipei ,Tainan ,Taitung ,Taiwan West '",No Pic Description,True,False,False,True
2,152,2024-11-09T07:01:07.000Z,928,0,0,1,"Audi ,q4etron ,Publish girl ,Audi ,aottergirls'",No Pic Description,True,False,False,True
3,26,2024-11-06T11:43:18.000Z,74,0,0,1,"Double 11 event ,Double 11 Shopping Festival ,New product discount '",No Pic Description,False,False,False,True
4,42,2024-11-12T09:33:46.000Z,1,0,0,1,"Cheese ,cat ,Cat ,Cat ,Cat diary ,Cute pet ,Cat photography ,cute ,Animal confusion behavior ,Cat ,The fun of shovel officers ,Cat who was forced to open ,pet ,fyp ,Taiwan ,Taipei ,Taichung ,Taitung ,Taiwan West '",No Pic Description,True,False,False,True
0,68,2024-11-08T10:21:10.000Z,298,271,0,1,"fyp ,funny ,reel ,trending ,viral ,challenge ,comedy'",No Pic Description,True,False,False,True
1,1,2024-11-10T15:14:40.000Z,16,0,1,0,Murderer,No Pic Description,False,False,True,False
2,437,2024-11-06T12:00:00.000Z,2,0,0,1,"Drink ,pistachio ,Hand -shaking drink ,Hand -shaking drink ,Taiwan food ,IZA edition '",No Pic Description,True,False,False,True
3,75,2024-11-07T17:26:17.000Z,3,0,0,1,no hashtage,No Pic Description,False,True,False,True
4,437,2024-11-13T07:00:00.000Z,3,0,1,0,"Girlstalk Food ,MERCERBRUNCH ,brunch ,French toast ,Taipei brunch ,IZA edition '","French toast, toast, cakes and text images.",True,False,False,False
0,3,2024-11-02T07:14:03.000Z,16,267,0,1,"hairtutorial ,tutorialhair ,hairdecoration ,hairglamvideos ,hairtransformation ,hairstyletutorial ,hairstylevideo ,hairofinstagram ,hairstyleideas",No Pic Description,True,False,False,True
0,1,2024-10-11T10:59:36.000Z,824,253,0,1,"Shared gourmet ,Kyoto lunch ,Kyoto cafe ,Fushimi Inari Cafe '",No Pic Description,False,False,False,True
1,102,2024-08-29T14:07:49.000Z,16,0,0,1,"funnyvideo ,meme ,mandarinchinese ,chinesesong",No Pic Description,True,False,False,True
2,437,2024-11-12T06:52:41.000Z,2,0,0,1,"7eleven ,Doraemon ,7eleven new ,NA edition '",No Pic Description,True,False,False,True
3,83,2024-11-10T15:38:40.000Z,932,370,0,1,no hashtage,No Pic Description,False,True,False,True
0,2,2024-11-01T07:44:51.000Z,123,336,0,1,no hashtage,No Pic Description,False,True,False,True
1,134,2024-11-11T04:37:22.000Z,665,0,1,0,no hashtage,"1 selfie of one person, hair, beauty and mirror.",False,True,False,False
0,55,2024-10-25T14:20:49.000Z,1,309,0,1,"beamngdrive ,drifting",No Pic Description,True,False,False,True
0,691,2024-10-10T14:32:01.000Z,228,240,0,1,no hashtage,No Pic Description,False,True,False,True
0,1,2024-11-08T12:41:59.000Z,631,240,0,1,"tattoo ,tattoolovers ,tattooing ,tattoostyle ,necktattoo ,tattoodesign ,tattoolife ,realismtattoo ,Incedup ,artist ,artsy ,detailing ,Foreau '",No Pic Description,True,False,False,True
1,2,2024-11-13T09:37:17.000Z,1,0,1,0,no hashtage,The image of the text.,False,True,False,False
2,421,2024-11-12T09:55:16.000Z,2,0,0,1,no hashtage,No Pic Description,False,True,False,True
3,7,2024-11-11T14:40:03.000Z,292,0,1,0,Fender,No Pic Description,True,False,True,False
0,834,2024-10-22T10:55:23.000Z,37,259,0,1,"amazing ,explore ,travelphotography ,usa ,instagood ,style ,instadaily ,homedecor ,kpop ,zara ,xfactor ,cute ,beautiful ,nature ,makeup'",No Pic Description,True,False,False,True
1,907,2024-11-06T14:04:49.000Z,40,0,0,1,"Small animal ,Sports meeting ,Yuanbao '",No Pic Description,True,False,False,True
2,207,2024-11-12T14:24:21.000Z,654,0,0,1,Zheng Zhishan ',No Pic Description,True,False,False,True
3,152,2024-11-07T11:00:27.000Z,381,0,1,0,"aottergirls ,Member exclusive '","1 person, hair and text images.",True,False,False,False
4,152,2024-11-11T11:00:28.000Z,463,0,1,0,"What did I buy? ,aottergirls",No Pic Description,True,False,True,False
5,4,2024-10-16T13:07:46.000Z,247,262,0,1,"relatable ,momlife ,toddler ,trendingreels ,funnyvideos'",No Pic Description,True,False,False,True
6,115,2024-11-12T05:31:38.000Z,31,0,0,1,"Golden Horse Shadow ,TVBS ,TVBS News ,TVBSNEWS ,Focus News and video are in tvbs'",No Pic Description,True,False,False,True
0,424,2024-10-19T12:00:00.000Z,7,0,0,1,"satisfying ,microscope ,phonefixcraft'",No Pic Description,True,False,False,True
1,5,2024-11-09T09:48:12.000Z,239,279,0,1,dafshoes',No Pic Description,True,False,False,True
2,144,2024-11-07T07:58:14.000Z,3,0,1,0,no hashtage,Poster and text cartoon.,False,True,False,False
3,21,2024-11-06T13:00:40.000Z,479,0,1,0,"Fengjia 63 ,Spring wind and rain ,School celebration ,Fengjia University",No Pic Description,True,False,True,False
4,144,2024-11-09T09:56:09.000Z,12,0,1,0,"Annual champion ,Millions ,Seal the king ,CITI ,ctbcbrothers'",No Pic Description,True,False,True,False
0,16,2024-10-14T14:19:40.000Z,1,223,0,1,"amauryguichon ,chocolate'",No Pic Description,False,False,False,True
1,1,2024-11-10T03:06:41.000Z,32,0,1,0,"Alfaromeogiulia ,Alfaromeo ,gtam","Images of wheels, cars and text.",True,False,False,False
0,409,2024-10-25T17:04:24.000Z,607,312,0,1,no hashtage,No Pic Description,True,True,False,True
1,13,2024-11-09T08:00:00.000Z,2,0,0,1,"One day a day and one knowledge ,Duck garage '",No Pic Description,False,False,False,True
2,9,2024-11-12T07:17:38.000Z,2,0,0,1,"2024 World Top 12 Baseball Championships ,Top 12 ,P12 ,Premier12 ,baseball ,BASEBALL ,Taipei",No Pic Description,True,False,False,True
3,41,2024-11-10T15:56:00.000Z,2,0,1,0,"Unlock the host at the Taoyuan Stadium ,Unlock the support on the Taoyuan stage ,2024 World Top 12 Baseball Championships ,Warm -up ,Chinese team ,Taiwanese hero ,teamtaiwan ,travis ,Hi ,Supporting group leader ,host ,come on ,Support ,Cuivis ,Cui '",No Pic Description,True,False,True,False
4,13,2024-11-08T09:40:01.000Z,778,0,0,1,Duck garage ',No Pic Description,True,False,False,True
5,424,2024-10-27T14:14:56.000Z,3,0,0,1,"asmrcleaningvideo ,cleaning'",No Pic Description,False,False,False,True
0,51,2024-10-17T12:14:55.000Z,232,290,0,1,"CNC ,Manufacturing ,cncmachinning ,industry ,cncmilling ,Customizedcnc ,cnclathemachine ,design ,madeinchina ,Technology ,3dprinting ,Moldmaking ,vacuumcasting ,sheetmetalfabrication ,auto ,medicaldevice ,industrialrobots ,aerospace ,homeappliance ,communicationdesign ,robotics ,cnc'",No Pic Description,True,False,False,True
1,34,2024-11-09T09:25:28.000Z,1,0,0,1,"World Top 12 Baseball Games ,Top 12 ,taiwan ,baseball ,P12 ,baseball ,Chinese team ,The 3rd World Top 12 Baseball Tournament ,2024 World Top 12 Baseball ''",No Pic Description,True,False,False,True
2,852,2024-11-06T15:36:05.000Z,35,0,1,0,no hashtage,No Pic Description,False,True,True,False
3,284,2024-11-08T05:06:42.000Z,6,0,1,0,no hashtage,"Images of porridge, tofu, noodles, dumplings, vegetables and porridge.",False,True,False,False
4,284,2024-11-10T03:29:14.000Z,5,0,1,0,no hashtage,No Pic Description,False,True,True,False
5,52,2024-10-23T20:29:56.000Z,900,248,0,1,no hashtage,No Pic Description,False,True,False,True
0,926,2024-10-23T09:23:42.000Z,3,0,0,1,"rugbrushing ,asmrsounds ,asmr ,brush ,brushing ,clean ,reel ,reels ,carpetbrushing ,satisfying ,satisfyingvideos ,carpetcleaning ,carpetwashing ,carpetcleaningservice ,carpetasmr ,rugwashing ,rugscrubbing ,ruggrooming ,rugscraping ,carpetscraping'",No Pic Description,True,False,False,True
0,1,2024-10-01T18:18:43.000Z,77,0,0,1,"posa ,ohuhumarkers ,gravityfalls ,dipperpines",No Pic Description,True,False,False,True
1,305,2024-11-08T05:04:48.000Z,26,0,1,0,"Venue control ,Social lesson ,Qingda Music Culture Development House ,nthumd ,Tsinghua University ,chin ,Mi Sheng """,Poster and text images.,False,False,False,False
2,15,2024-11-09T08:47:58.000Z,1,292,1,0,no hashtage,"1 person, Belin Dengye and mask image.",False,True,False,False
0,3,2024-10-28T15:30:25.000Z,16,306,0,1,"hairstylevideo ,hairstyle ,hairtutorialvideo ,hairtransformation ,hairofinstagram ,tutorialhair ,hotd ,Hairglamvideos ,hairvideotutorial ,hairoftheday ,hairstyleideas ,hairtutorial ,videohair ,hairvideo",No Pic Description,True,False,False,True
1,46,2024-11-07T07:08:15.000Z,530,0,0,1,"asian ,girl ,happy ,petite ,asianbabygirl'",No Pic Description,False,False,False,True
2,7,2024-11-13T05:01:08.000Z,329,309,1,0,"Baby cloth ,Baby Monster ,DRIP ,HAND ,Luca '",No Pic Description,True,False,True,False
3,7,2024-11-10T10:04:27.000Z,651,303,1,0,"Baby cloth ,Baby Monster ,DRIP ,CLIKCLAK '",No Pic Description,False,False,True,False
4,9,2024-11-12T12:26:54.000Z,39,0,1,0,no hashtage,No Pic Description,False,True,True,False
0,120,2024-09-17T04:19:40.000Z,14,0,0,1,"horse ,animalwelfare ,asmr ,farriersoftiktok ,horseshoe ,farrier ,satisfying ,hoof ,care'",No Pic Description,False,False,False,True
1,50,2024-11-13T03:06:16.000Z,517,0,0,1,"Tong Jincheng ,Jiangnan's first affection ,focus on ,Reprint ,Wear ,funny ,Emotional quotation ,Beauty ,fyp '",No Pic Description,True,False,False,True
0,10,2024-11-05T07:26:39.000Z,37,0,0,1,"civilengineering ,civilengineer ,concrete ,buildings ,construction ,building ,engineer ,engineering ,architecture ,architect ,architecturelovers ,architects ,architectural ,interiordesign ,interiordesigner ,interior ,interiors ,Engineering ,engineering ,projeto ,Architectureeurbanism ,construction ,construction ,architecture ,ARQUITETURADE INTERIORES ,building ,architectural ,concrete ,architect ,interior designer'",No Pic Description,False,False,False,True
0,1,2024-10-07T15:53:51.000Z,454,237,0,1,"mechanical ,civilengineering ,machinery ,heavyequipment ,mechanic ,engineering ,jcb ,automation ,innovation ,technology ,science ,skill ,tech ,machines ,electronics ,machine ,Technevs ,instatech ,tools ,ideas ,ilovemyjob ,manufacturing ,gadgets ,future ,awesome ,worldofengineering ,satisfying ,thebest ,satisfyingvideo ,futuretech'",No Pic Description,False,False,False,True
0,26,2024-09-28T21:05:04.000Z,466,304,0,1,"nearleans ,haircut ,nola ,louisianabarber ,kennerbarber ,Batsolebraiser ,metairiebarber ,lakecharlesbarber ,transformation ,slidellbarber ,hammondbarber ,laplacebarber ,Houmabarber ,gonzalesbarber ,covingtonbarber ,gulfportbarber ,lafayettebarber ,mobilebarber ,fade ,psychobarber ,scissorcut ,menshaircut ,technot ,Bestbarber ,mandevillebarber ,barbervideos ,Houmabarber '",No Pic Description,False,False,False,True
1,64,2024-11-07T11:27:02.000Z,123,0,1,0,no hashtage,"1 person, images of racing, flying jackets, bristles, sportswear, hooded trench coat and text.",False,True,False,False
2,107,2024-11-11T18:07:47.000Z,1,0,0,1,"Hair removal ,Hot wax hair removal ,Clean '",No Pic Description,False,False,False,True
3,64,2024-11-07T16:20:10.000Z,93,0,1,0,no hashtage,"1 person, flying jacket, hat trench coat, coat, brush coat and text image.",False,True,False,False
0,12,2024-10-01T19:26:23.000Z,208,320,0,1,"asmr ,cooking'",No Pic Description,False,False,False,True
1,2,2024-11-07T13:48:19.000Z,,0,1,0,no hashtage,No Pic Description,False,True,True,False
2,60,2024-11-07T21:05:16.000Z,991,0,0,1,no hashtage,No Pic Description,False,True,False,True
3,2,2024-11-09T13:42:49.000Z,2,0,0,1,no hashtage,No Pic Description,False,True,False,True
0,2,2024-09-13T15:41:30.000Z,773,275,0,1,no hashtage,No Pic Description,False,True,False,True
1,56,2024-11-13T12:11:03.000Z,14,0,1,0,no hashtage,No Pic Description,False,True,True,False
2,489,2024-11-06T14:03:52.000Z,23,0,1,0,no hashtage,"Illustrations of bread, pie and text.",False,True,False,False
3,9,2024-11-11T12:13:17.000Z,55,0,1,0,no hashtage,"9 people, carpets, and sculpture of chrysanthemum.",False,True,False,False
4,64,2024-11-13T07:37:52.000Z,77,0,1,0,no hashtage,No Pic Description,False,True,True,False
5,1,2024-09-18T13:20:23.000Z,221,313,0,1,"product ,productdesign ,industrialdesign ,wood ,woodworking ,woodwork ,furniture ,door ,lock'",No Pic Description,False,False,False,True
6,64,2024-11-13T10:29:22.000Z,29,0,1,0,no hashtage,"2 people, sports pants and text images.",False,True,False,False
7,138,2024-11-13T12:08:42.000Z,206,0,0,1,"Chihuahua ,Chiwasutagu ,Dust ,Chihuahua polymorphic breeding ,Living with dogs ,Long Court Chihuahua '",No Pic Description,True,False,False,True
8,64,2024-11-11T14:53:49.000Z,192,0,1,0,no hashtage,"2 people, hats, horn buckle coats, Paul tie, flying jackets, berets, tops, hooded trench coats, high -necked tops, sweatshirts and text images.",False,True,False,False
0,1,2024-10-16T21:24:22.000Z,196,301,0,1,"HomeHacks ,SmartLiving ,HouseholdTips ,Easy ,HomeEfficiency ,OrganizeYourHome ,DIY'",No Pic Description,False,False,False,True
1,60,2024-11-07T23:00:24.000Z,2,0,0,1,no hashtage,No Pic Description,False,True,False,True
2,50,2024-11-13T03:48:23.000Z,80,0,0,1,"share ,Film sharing ,recommend ,focus on ,Reprint ,funny ,Emotional quotation ,Beauty ,fyp '",No Pic Description,True,False,False,True
3,81,2024-11-10T16:39:19.000Z,,0,1,0,no hashtage,"Images of cars, wheels and text.",False,True,False,False
4,27,2024-11-08T18:24:23.000Z,40,0,1,0,no hashtage,"One or more people, streets, buildings and black and white images.",False,True,False,False
0,4,2024-11-08T20:42:17.000Z,240,271,0,1,no hashtage,No Pic Description,False,True,False,True
1,819,2024-11-13T00:06:22.000Z,,0,0,1,no hashtage,No Pic Description,True,True,False,True
2,46,2024-11-13T08:36:57.000Z,671,0,1,0,"jojo ,jojos",No Pic Description,True,False,False,True
0,442,2024-11-10T20:30:00.000Z,1,273,0,1,"fart ,baby ,top10 ,potato ,cute ,cutebaby ,funny ,funnyvideos'",No Pic Description,True,False,False,True
0,3,2024-09-16T18:52:28.000Z,631,279,0,1,no hashtage,No Pic Description,False,True,False,True
1,7,2024-11-13T09:00:29.000Z,195,307,1,0,"Baby cloth ,Baby Monster ,DRIP ,B_MOMENT ,CHIQUITA",No Pic Description,True,False,True,False
