Post Index,followers,upload time,Like Count,Comment Count,is Photo,is Video,hashtag,Pic Description,days_diff,have_error,is_empty
5,773,2024-10-23 09:50:00,45,121,0,1,no hashtage,,32.0,False,True
6,89,2024-11-04 03:25:26,6,30,0,1,no hashtage,,20.0,False,True
7,6,2024-10-27 18:38:31,4,129,0,1,no hashtage,,28.0,False,True
8,5,2024-10-27 10:32:10,2,3,0,1,"mamamoo ,mamamoomoonbyul ,Mamamu ,Mama ,moonstar ,moonbyulyi'",,28.0,True,False
9,137,2024-10-16 01:11:24,35,475,1,0,"Aquarius ,Royal sister ,Beautiful legs",1 人、毛髮、褲襪和胸罩的圖像.,39.0,True,False
0,9,2024-09-29 03:47:13,107,0,0,1,"Monochrome ,standup ,comedy ,Translating ,Translation service ,translations ,English learning ,Personal studio ,rebelwilson ,jimmyfallon ,pitchperfect ,Singing throat praise '",,56.0,True,False
1,174,2024-08-19 08:00:32,7,0,1,0,Romerobrit,一或多人和毛髮的圖像.,97.0,True,False
2,24,2024-10-15 07:09:25,3,0,0,1,no hashtage,,40.0,False,True
3,1,2024-08-26 14:14:00,116,106,0,1,"ai ,movies ,art ,cutebaby ,artwork ,cat ,cutecat ,dog ,cutedog",,90.0,True,False
4,14,2024-11-05 05:58:24,3,0,1,0,"emotion ,Tarot Divination '",文字的插圖.,19.0,True,False
5,9,2024-10-04 08:54:23,32,0,0,1,"funny ,South Korea ,Funny movie ,business'",,51.0,False,False
6,42,2024-10-28 13:11:37,2,0,1,0,"Personality ,Personality analysis ,Personal Knowledge '",文字的卡通.,27.0,True,False
7,40,2024-09-11 12:51:00,102,102,0,1,"sphynxlair ,sphynxmoments ,sphynxcats ,sphynxbaby ,sphynxhouse ,sphynxofinsta ,sphynxismyworld ,sphynxkitten ,sphynxclub ,sphynxlover ,sphynx ,sphynxoftheday ,sphynxcorner ,sphynxlovers ,sphynxofinstagram ,sphynxgram ,sphynxsquad'",,74.0,True,False
8,1,2024-10-29 17:56:54,9,0,0,1,"dwarfhamstersofinsta ,littlehamster ,booksters ,hamsterrusse ,Jualhamster ,hamsterlive ,hamsternations'",,26.0,True,False
9,338,2024-10-25 14:06:52,,0,0,1,"Jennie ,jenny ,Jisoo ,jisoo ,rosé ,Rose ,lisa ,lisa ,lalisa ,pinkven ,Jenlis ,jenniekim ,lalisa ,lalisamanoban ,Kimusoo ,parkchaeyoung ,blackpinklisa ,blackpinkjisoo ,blackpinkjenniekim ,blackpinkrose ,Blackpink ,black pink'",,30.0,True,False
10,34,2024-09-23 02:58:54,36,0,0,1,no hashtage,,62.0,False,True
11,1,2024-10-31 12:19:58,5,143,1,0,meghanmarkle',2 個人的圖像.,24.0,False,False
12,36,2024-10-18 17:04:06,14,140,0,1,"AngelinaJolie ,AngelinaJolie ,Angelinjolly ,Angelinaji ,Teamjolism ,TeamJolieSquad ,Mariacallas ,maria ,Pablolarrain ,Pierfrancesco Favino ,albarohrwacher ,ValeriaGolino ,Halukbilginer '",,37.0,True,False
0,7,2024-09-27 08:56:31,5,0,0,1,"Triple S ,tripleS ,Triple ch ,Kim Yu -yeon '",,58.0,True,False
1,172,2024-11-07 19:22:24,35,0,1,0,"leefelix ,straykids ,Bead ,felix ,Hanjisung ,leeknow ,SKZ ,Changbin ,hwanghyunjin ,Seungmin ,kpop ,stay ,kimseungmin ,Seochangbin ,Jeongin ,leeminho ,Yangjeongin ,he ,chan ,in ,Jisung ,minho ,jyp ,felixstraykids ,straykidsfelix ,yongbok ,Strijoking ,Felixfreckles'",2 個人、瀏海、保羅領帶和文字的圖像.,17.0,True,False
2,8,2024-10-03 09:22:35,11,0,0,1,"Beauty ,Portrait ,skin care ,peeling ,Peeling serum ,To the cinema ,pr ,Acne ,Pores dirt ,Strawberry nose ,Sebum ,Greasy skin ,Oily skin '",,52.0,False,False
3,3,2024-10-11 12:15:04,722,0,0,1,"mamamo ,moonbyul ,moonbyulyi ,moonstar ,mamamoomoonbyul ,Solar ,Wheein ,Hwasa ,Mom Wood ,Bunsei ,Wen Xingyi is poisonous ,Wenxing Yishi is the best ,Wenxing Yi Little Hanging ,Watsha ,Anti -gold ,Pile ,Rongxian ,Brilliant ,Hui Ni ,Door ,Moonbari '",,44.0,True,False
4,332,2024-11-06 11:38:09,34,138,1,0,no hashtage,2 個人、辮子、美妝、紅心、保羅領帶、上衣、高領上衣和文字的圖像.,18.0,False,True
5,628,2024-10-29 16:16:03,22,0,0,1,"SEVENTEEN ,Seventeen ,Seventeen ,log ,carat ,Hoshi ,Hoshi",,26.0,True,False
6,711,2024-10-12 08:14:05,26,0,0,1,"hamster ,Musutoru ,cute ,Pets ,Pet shop ,animal ,Amigo '",,43.0,False,False
7,10,2024-10-06 18:38:35,7,0,0,1,"Hidle ,idle ,shuhua ,Gidleshuhuhua ,Shuhua ,Ye Shuhua ,children ,Shoe ,Sujin ,Unparressing ,Minni ,rainy season ,Children ,Girls ,idolworldtour'",,49.0,True,False
8,103,2024-11-10 14:49:17,6,0,1,0,"McGriddle ,mcdonalds ,McGriddle ,McDonald's ,McDonald's breakfast ,Maple Sugar Poster ,Limited time ,New article ,New product listing ,Mac gridor ,McDonald's'",漢堡、薄煎餅、香腸、蛋和文字的圖像.,14.0,False,False
9,82,2024-11-05 03:22:31,10,0,1,0,"LISA ,lisa ,Blackpink ,black pink ,Lisa ,Larisa ,L ,Lip ,Lisa ,lalisa ,Lalasamnoban ,lalisaedits ,lalisablackpink ,Mr. ぃ ,lisaedits ,lilies ,lisablacpink ,lisabiased ,lalisadance ,globalitgirllisa ,itgirl ,globalitgirl ,soloist ,Soloistlisa ,soloist ,singer ,singer ,dance'",2 個人、大家在打棒球和文字的圖像.,19.0,False,False
10,128,2024-09-07 11:20:20,73,0,0,1,"Li Yongzhi ,Zheng Yaizheng ,nct ,Encity ,Lee Young -ji '",,78.0,False,False
11,41,2024-10-14 08:19:24,2,0,0,1,"pet ,dog ,cute ,lovely ,Samoye '",,41.0,False,False
12,53,2024-10-31 19:32:54,27,114,1,0,no hashtage,1 人、打籃球、球和文字的圖像.,24.0,False,True
0,119,2024-11-02 03:56:54,130,150,0,1,no hashtage,,22.0,False,True
1,3,2024-10-25 20:42:48,687,0,0,1,"mamamo ,moonbyul ,moonbyulyi ,moonstar ,mamamoomoonbyul ,solarkeem ,Wheein ,Hwasa ,Mom Wood ,玟 ,Bunsei ,Wenxing Yishi is the best ,Wen Piaoli ,Wenxing Yi Little Hanging ,Watsha ,Anti -gold ,Rongxian ,Brilliant ,Moonbari '",,30.0,True,False
2,9,2024-10-13 17:53:02,2,0,1,0,"Jenlis ,Jennie ,LISA ,lisa ,jenny ,jenniekim ,Lalasamnoban ,jennieblackpink ,lisablackpink ,jenlisainyourarea ,Jenlisereal ,jenlisaforver ,jenlisaedit ,Blackpink ,BLACKPINKINYOURAREA ,love ,relationshipgoals ,blink ,kpop ,lovewins ,lgbt ,bornpink'",1 人、刺青和文字的圖像.,42.0,False,False
3,11,2024-10-19 20:51:00,30,0,0,1,"straykids ,felix ,Piri -chan ,Philics ,Philix ,Dragon ,leefelix ,Li Longfu ,SKZ ,stray kids ,I love Piri -chan",,36.0,True,False
0,208,2024-11-04 12:20:00,6,0,0,1,"Korean intelligence ,Korean news ,Korean popularity ,kpop ,produce101'",,20.0,False,False
1,41,2024-10-28 10:04:48,2,0,0,1,"pet ,dog ,cute ,lovely ,Samoye '",,27.0,False,False
2,40,2024-08-13 15:11:14,62,115,1,0,"cornerthreemedia ,cornerthree ,thompsonjconnor ,nba ,nbamemes ,basketball ,Your news ,dunk ,lebron ,michaeljordan ,kobe ,nbahighlights ,nbaedits ,sports ,mixtape ,basketballviral'",籃球、球和籃板的迷因.,103.0,True,False
3,998,2024-11-03 06:19:15,445,0,0,1,"MAMAMOOplus ,solar ,moonbyul ,Mamamu ,Solar ,Door ,Pile ,玟 ,Yongseon Kim ,Moon Star ,Jin Rongxian ,Bunsei ,moonsun'",,21.0,False,False
4,10,2024-10-20 05:36:35,13,0,0,1,"cute ,Head ,hamster ,hamster ,Hamster ,Hamstargram ,daily ,Mild ,cute ,Kaburi '",,35.0,False,False
5,122,2024-11-06 12:34:48,38,128,0,1,"HappyInfo ,koreanupdate ,kpop ,Kdrama ,Need ,Seoullife ,lifestyle ,Jichangwook'",,18.0,False,False
6,2,2024-11-09 13:11:22,213,145,1,0,no hashtage,1 人、羽絨外套、皮草、牛角扣大衣、帽子、夾克、連帽風衣、兒童雪衣和文字的圖像.,15.0,False,True
7,803,2024-11-02 23:36:04,16,0,1,0,no hashtage,4 個人、美妝、胸罩和文字的迷因.,22.0,False,True
8,3,2024-10-15 13:27:28,500,0,0,1,"Bunsei ,moonbyul ,mamamo ,Door ,Mamamu ,Starlit_of_Twinkle ,Is_This_Love ,I'm talking about my friend's friend_",,40.0,False,False
9,6,2024-09-04 06:50:14,2,0,0,1,"Girls ,Hidle ,I_SWAY ,WorldTour ,concert ,Hidle ,Newalbum ,Yuqi ,kuchydle ,minnie ,minnieidle ,so soeon ,miyeon ,miyeonidle ,shuhua ,Hidle ,MIYEON ,Zhao Meiyan ,Minnie ,Gold ,Mini ,So soeon ,Tian Xiaojuan ,Yuqi ,Song Yuqi ,Yuqi ,Shuhua ,Ye Shuhua '",,81.0,True,False
10,50,2024-10-18 16:19:48,481,114,0,1,"kpop ,New song ,Flies ,playlist ,Idol ,idol ,Playlist ,CNBLUE ,CNBLUE ,Lee Young -ji '",,37.0,False,False
11,32,2024-10-28 21:00:23,39,0,1,0,"charlottehornets ,nbadraft ,Miamiheat ,lebronjames ,buzzcity ,lukadoncic ,nbaplayoffs ,Wemby ,sctop10 ,goldenstatewarriors ,scoothenderson ,terryrozier ,lameloball ,milesbridges ,pjwashington ,gordonhayward ,nbahighlights ,nbanews ,hornets ,lebronjames ,stephcurry ,brandonmiller ,nbaallstar ,dunk ,sports ,basketball ,ballfamily ,michaeljordan ,liangeloball ,nbadraft2024'",1 人、打籃球、球、籃板和文字的圖像.,27.0,False,False
12,14,2024-11-02 16:54:19,573,79,1,0,no hashtage,1 人、辮子和美妝的圖像.,22.0,False,True
13,170,2024-11-04 12:00:19,2,0,1,0,"Classic quotation ,Quotation series ,Quotation sentence ,Love quotes ,Emotional quotation",稻草人和文字的插圖.,20.0,True,False
14,41,2024-11-04 16:29:05,,0,0,1,"mamamo ,solar ,moonbyul ,Wheein ,wish ,kpop ,fancam ,mamamoofancam ,was spancam ,solarfancam ,Wheeinfancam ,mamamooedit ,explore ,Muzzle ,Solar ,Door ,hwasa'",,20.0,True,False
15,3,2024-11-03 06:37:22,166,121,0,1,Spa,,21.0,True,False
16,75,2024-11-07 12:00:22,6,0,1,0,"mbti ,ISTJ ,isfj ,FHS ,estj ,enfj ,enfp ,infp ,infj ,Entp ,intj ,intp ,estp ,ISFP ,ISTP ,character ,Spoof ,Sharing map sharing '",地圖、平面圖、海報、填字遊戲和文字的圖像.,17.0,True,False
17,308,2024-10-27 15:38:57,50,0,1,0,"Seungmin ,kimseungmin ,hwanghyunjin ,Hyunjin ,felix ,chan ,Bead ,leeknow ,minho ,he ,Jisung ,Jeongin ,seochangbin ,changbin ,SKZ ,straykids ,straykidschangbin ,Straykidsyshyunjin ,straykidsfelix ,hyunlix ,Minsung ,chanmin ,stay ,Straykidskingdom ,straykidsturkey'",3 個人和瀏海的圖像.,28.0,True,False
0,211,2024-11-07 07:56:58,2,0,0,1,"Figaronews ,madamefigarohk ,aespa ,Spa ,KARINA ,Park Jin -young ,JYP ,Park Zhenying '",,17.0,True,False
1,61,2024-10-29 16:40:43,9,0,0,1,"hamstergram ,hamster ,animalslover ,hungryhammies ,syrianhamster ,hamstergram ,hamsterlife ,petoftheday ,hamsteroftheday ,hamsterlife ,hamsterlove ,pet ,hamsterlove ,animallover ,wild ,wildlife ,zoo ,2024 ,reels'",,26.0,True,False
2,194,2024-11-03 13:06:16,53,0,1,0,no hashtage,1 人和城堡的圖像.,21.0,False,True
3,26,2024-11-06 10:43:56,1,0,1,0,"House gourmet food ,Group buying food ,Group purchase ,Angel's food dessert series heat ,Angel's outer food bread series heat ,Starbucks cake ,starbucks ,Lazy bag ,Starbucks dessert ,New product listing ,Diet control ,Calories ,Taipei Food ,New North Food",炒麵、戚風蛋糕、麵包、起司蛋糕、派餅和文字的圖像.,18.0,True,False
4,3,2024-10-20 02:22:54,720,0,0,1,"mamamo ,moonbyul ,moonbyulyi ,moonstar ,mamamoomoonbyul ,Solar ,Hwasa ,玟 ,Wenxing Yishi is the best ,Wenxing Yi Little Hanging ,Rongxian ,Brilliant ,Hui Ni ,Moonbari '",,35.0,True,False
5,15,2024-11-06 10:46:26,128,117,0,1,animal',,18.0,False,False
6,119,2024-10-30 07:16:57,17,0,0,1,"BLINK ,Jennie ,JISOO ,LISA ,Kimjennie ,Kimusoo ,LALISA ,black pink ,Kim Ji -soo ,Kim Jeni",,25.0,True,False
7,71,2024-10-19 19:49:23,38,0,1,0,no hashtage,2 個人和文字的迷因.,36.0,False,True
8,5,2024-10-05 23:34:54,1,0,0,1,no hashtage,,50.0,False,True
9,41,2024-10-30 07:06:32,950,0,0,1,"pet ,cute ,lovely",,25.0,True,False
10,3,2024-09-27 10:13:31,148,0,0,1,no hashtage,,58.0,False,True
11,3,2024-11-05 14:30:00,104,157,0,1,"aespa ,Spa ,WINTER ,Winter ,Kep1er ,Kepler ,Kim Chae -hyun ,CHAEHYUN ,Tipi_tap ,Kep1er_TIPITAP ,TIPITAPchallenge ,NewMusic'",,19.0,True,False
12,4,2024-10-07 10:13:18,1,0,0,1,"241007 ,Hidle ,yuqi ,shuhua ,children ,Soyon ,rainy season ,Wei Juan ,Mini ,Shu Hua '",,48.0,True,False
13,46,2024-11-08 07:25:14,19,0,1,0,"Whole dessert ,Teatea to eat Quanlian ,All -Lianlian Food ,Whole dessert ,Union",法式長棍麵包、戚風蛋糕、玉米麵包和文字的圖像.,16.0,True,False
14,6,2024-08-27 14:20:16,977,0,0,1,"Mamamo ,Solar ,solar ,Jin Rongxian ,Door ,moonbyul ,Bunsei ,Whistle ,Wheein ,hwasa ,Hwasa ,An Huizhen",,89.0,True,False
15,9,2024-11-07 12:35:01,2,0,0,1,funny,,17.0,True,False
16,76,2024-10-28 09:58:32,22,0,1,0,"Kimjiwon ,Editor_e Yeji ,Stonehenge ,stonehenge ,Kimjiwon '",1 人、美妝、毛髮和文字的圖像.,27.0,True,False
17,14,2024-09-07 12:26:22,8,0,1,0,no hashtage,‎懶猴、鴯鶓和‎顯示的文字是「‎一個小學老師的日常 16型人格之你的代表動物 7L 雀 松 鼠 ESFP 樹 熊 老 虎 ISFP 海 豚 ar ISTP ESTP A 尋 金 毛 回 犬 ENFJ 兔 子 ENFP 羊 INFP 大 象 INFJ هاري 熊 ESFJ 蜜 蜂 ESTJ ello ISFJ 哈 士 奇 ISTJ 獅 子 貓 米 ENTP 貓 頭 鷹 ENTJ INTP INTJ‎ 」‎‎ 的圖像.,78.0,False,True
18,13,2024-11-02 00:49:20,34,0,0,1,"tripleS ,Triple S ,Triple S ,Triple ch ,Sohyun ,Sohyeon ,Seohyun ,ParkSohyun ,Park So -hyun '",,22.0,True,False
19,73,2024-11-01 10:14:33,16,0,0,1,"AESPA ,Spa",,23.0,True,False
20,19,2024-11-06 11:00:00,14,0,0,1,"aespa ,Spa ,KARINA ,Carina ,GISELLE ,Giselle ,audiz",,18.0,True,False
21,445,2024-10-10 12:00:37,12,0,1,0,"Shrimp Skin Department Store super real ,Shrimp Skin Shopping ,Genuine guarantee ,ShopeeTW'",文字的塗鴉.,45.0,True,False
22,41,2024-09-20 14:08:08,27,0,0,1,"hamstergram ,hamster ,hamsters ,hamsterlove ,hamsterlover ,hamster ,Life with hamster ,Jungarian ,Jungarian hamster ,Ham -chan ,Pochan ,My child's memory series'",,65.0,True,False
23,54,2024-09-26 02:57:44,5,0,0,1,no hashtage,,59.0,True,True
24,6,2024-10-20 13:00:00,604,0,1,0,"Hamdie ,Door ,Increase the volume ,Volume ,kbs ,KBS beans ,KBscoolfm '",1 人、眼鏡和文字的圖像.,35.0,True,False
0,9,2024-10-27 11:48:52,186,147,0,1,no hashtage,,28.0,False,True
1,998,2024-11-05 11:40:20,546,0,0,1,"mamamo ,solar ,moonbyul ,Wheein ,Hwasa ,Mamamu ,Solar ,Door ,Whistle ,Pile ,玟 ,Brilliant ,Watsha ,Yongseon Kim ,Moon Star ,Jung Hwi -in ,Ahn Hye -jin ,Jin Rongxian ,Bunsei ,An Huizhen '",,19.0,True,False
0,5,2024-09-28 06:24:02,16,0,0,1,"Must see the last ,funny ,Funny movie ,humor ,Funny humor ,Laughter ,Strange ,Funny video ,Funny short film ,See and laugh again ,There is a moment when you are laughing ,One than one cow ,Creative inspiration ,Ghost knows I watched it hundreds of times ,cute'",,57.0,True,False
1,15,2024-10-07 15:42:24,5,0,0,1,"shuhua ,g_i_dle ,Hidle ,neverland'",,48.0,False,False
2,13,2024-11-02 00:49:20,35,0,0,1,"tripleS ,Triple S ,Triple S ,Toes ,Sohyun ,Sohyeon ,Seohyun ,Park So -hyun '",,22.0,True,False
3,6,2024-10-27 18:38:31,4,126,0,1,no hashtage,,28.0,False,True
4,114,2024-11-06 12:35:12,6,0,1,0,"Beauty Beauty Circle ,Beauty Star Guanzhi ,Kpop ,The most successful men in history ,BTS ,BIGBANG ,Superiunior ,SEVENTEEN'",6 個人、海報和文字的圖像.,18.0,False,False
5,206,2024-11-01 07:58:02,39,0,0,1,"Starlight shining teenager ,superiunior ,blacksuit ,sj ,Draft '",,23.0,False,False
6,137,2024-10-16 01:11:24,35,112,1,0,"Photo ,Black silk ,Aquarius ,Royal sister ,charm ,Beautiful legs ,cindychenyaxin'",1 人、毛髮、褲襪和胸罩的圖像.,39.0,False,False
7,543,2024-09-23 11:58:03,50,0,0,1,"Life with hamster ,hamster ,Roborovsky ,Musutoru ,hamster ,Living with hamster ,Roborovski Ham Star ,Hamster club ,Hamster beginner ,Jungarian ,Mushy ,Hamsteregram ,Hamster video ,Hamster beginner ,I want to connect with people who like hamsters ,Living with hamster '",,62.0,False,False
8,1,2024-09-14 09:29:59,1,0,0,1,"solar ,moonbyul ,mamamo ,Wheein ,Hwasa ,Jin Rongxian ,Bunsei ,Ding Huiren ,An Huizhen ,kpop ,Mamamu ,Love of Sun and Moon ,moosun ,Mom Mu '",,71.0,False,False
9,77,2024-09-23 12:09:38,38,0,0,1,"sammiesofig ,vanderbiltsamoyed ,Samoyed ,Samoyedlifa ,Samodedpuppy ,samoyedpuppies ,Samodinstagram ,cute ,Samoyedsofinstagram ,petphotography ,moss ,Dogsofcanca ,Samoyedo -Freedy ,furbaby ,dogreels ,samoyedlovers ,puppyoftheday ,puppylife ,puppylove ,puppiesofig ,dogsofinstagram ,puppytime ,Samoyedlov ,samoyedworld ,dogphotography ,Samoyed ,reelinstagram ,Reelgrowth ,Samoyedo -Freedy",,62.0,False,False
10,56,2024-10-05 07:49:35,169,121,0,1,"Two Annie Concert ,2ne1concert ,2NE ,2ne1 ,2NE1 concert ,2ne1welcomeback ,2ne1comeback ,CL ,Sandarabak ,Park Bom ,Citizen ,cl ,parkbom ,Manual ,minzy ,I am the best",,50.0,True,False
11,14,2024-11-07 11:38:38,152,106,0,1,"straykids ,SKZ ,stay ,felix ,leefelix ,felixsunshine ,straykidsfelix ,Stray kids ,Way ,Philics ,stray kids ,Philix ,Lee Yong -bok '",,17.0,False,False
12,14,2024-11-05 05:58:24,3,0,1,0,"emotion ,Free divination ,Tarot Divination '",文字的插圖.,19.0,False,False
13,32,2024-10-10 10:01:32,98,0,0,1,"Shiba Inu baby ,Milk dog ,Beanborn ,Shiba dog ,dog ,Dog ,Daily ,Dog Diary ,Dog photography ,cute ,Cute pet ,Dog photography ,cute ,Record the daily life of the dog ,Dog raising ,Wangwang ,Wang Xingren ,Cute dog ,Wang ,dog ,Dog Diary ,pet ,mixdog ,doglover ,Taiwan ,Kaohsiung'",,45.0,True,False
14,59,2024-11-02 11:34:26,,0,0,1,"Jennie ,Jendukie ,jenniekim ,Kane Treatment 查 ,Jennierubejane ,jennieblackpink ,solo ,colab ,zico ,Newsong ,blink ,Blackpink ,blackpinkyg ,explore ,beef ,viralvideos ,Instagram Reels ,fyp",,22.0,True,False
15,2,2024-10-02 12:26:59,7,0,0,1,"Taeyeon ,Taeyeon ,Taiyan ,Girlhood ,Girls' Generation ,snsd ,girlsgeneration ,Sunny ,Tiffanyyoung ,Ritual ,Hyoyeon ,Hyoyeon ,Yu Li ,glass ,Yuri ,Xiu Ying ,swimming ,Sooyoung ,Run'e ,Seohyun ,sone ,Search Wan",,53.0,True,False
16,104,2024-11-07 07:48:09,10,0,1,0,"Idol ,Girl group ,Dolmen ,Issue ,celebrity ,game ,developer ,Game recommendation ,Popular game ,Rogue ,Mobile game ,younger sister ,Siblings'",1 人和文字的圖像.,17.0,True,False
17,75,2024-08-25 12:00:28,8,0,1,0,"mbti ,ISTJ ,isfj ,FHS ,estj ,enfj ,enfp ,infp ,infj ,Entp ,entj ,intj ,intp ,ESTP ,esfp ,ISFP ,ISTP ,Personality ,character ,analyze ,funny ,Stalk ,hobby ,Cause ,Spoof ,Sharing map sharing '",,91.0,True,False
18,9,2024-11-05 07:26:29,18,0,1,0,"Blackpink ,blackpinkstyle ,blackpinkistherevolution ,blackpinkyg ,blackpinkofficial ,blackpinkcomeback ,BORNPINK ,pinkven ,lisa ,Mr. ぃ ,Pranapriyoban ,y ,lili ,Lalasamnoban ,lalialaedit ,lisablackpink ,blackpinklalisa ,lisamoney ,lisaedits ,blackpinklisa ,lisaedit ,bpmyluvz ,lisadance ,prettysavage ,lalalalle ,lovesickgirls ,Boombayah ,ddududdududu ,liskook'",2 個人、毛髮、大家站著、上衣、洋裝和文字的圖像.,19.0,True,False
19,71,2024-10-17 21:23:04,,124,1,0,"100daysofmakeup ,100daysofmakeupchallenge ,undiscovered_muas ,atarahmayhew ,toofaced ,makeuplover ,facepaint ,hudabeauty ,shophudabeauty ,fentybeauty ,kyliecosmetics ,makeuptrends ,jeffreestarcosmetics ,unleashyourinnerartist ,morphebrushes ,slave2beauty ,makeupart ,jamscharles ,colourpopcosmetics ,anastasiabeverlyhills ,Norina ,sigmabeauty ,jeffreestar ,limecrimemakeup ,makeuprevolution",2 個人、金髮和文字的迷因.,38.0,True,False
20,2,2024-10-14 04:15:32,20,0,0,1,"Cui Shengche ,superiunior ,Song Qian ,seventeen ,The best captain in the KPOP combination '",,41.0,False,False
21,61,2024-10-03 03:14:48,16,0,0,1,"hamstergram ,hamster ,animalslover ,mungballthehamster ,hungryhammies ,syrianhamster ,hamstergram ,hamsterlife ,petoftheday ,hamsteroftheday ,hamsterlife ,hamsterlove ,hamsterlove ,cuteanimal ,animallover ,wild ,wildlife ,zoo ,2024",,52.0,True,False
22,14,2024-10-23 14:32:31,1,0,1,0,no hashtage,1 人和文字的卡通.,32.0,False,True
23,3,2024-09-14 13:19:48,125,93,1,0,no hashtage,4 個人、接吻的人、上衣和顯示的文字是「 π Perpc 3.14 314goodnews Halsey and Avan Jogia are officially engaged h Follow ***fiancé Avan Jogia Pop Base Halsey says she hopes to marry boyfriend boyf Avan Jogia. 」的迷因.,71.0,False,True
24,26,2024-09-14 00:31:49,10,0,1,0,"theboys ,genv ,theboystv'",4 個人和文字的迷因.,71.0,False,False
25,87,2024-11-09 10:08:09,29,0,0,1,"DO ,farmer ,Lu Yong ,C Jun ,funny",,15.0,True,False
26,62,2024-11-09 05:45:32,2,0,1,0,no hashtage,2 個人和文字的圖像.,15.0,False,True
27,75,2024-11-03 12:00:00,3,0,1,0,"diet ,Diet method ,Thin legs ,diet ,Maika Yamamoto ,Portrait ,Diet method ,Lean habit ,I want to be ,How to lose weight ,Entertainer diet '",2 個人、毛髮、海報、雜誌和文字的圖像.,21.0,True,False
28,327,2024-11-05 17:20:23,11,0,1,0,"Mtvemas ,LISAxMOONLITFLOOR ,Lisa Rockstar ,LISA ,Lalisa ,Lisa ,L ,Lisa ,Blackpink ,Lalasamnobal ,BLACKPINKLISA ,LISABLACKPINK ,LLOUD ,Lisaxlouis",2 個人、大家在打棒球和文字的圖像.,19.0,True,False
29,25,2024-10-30 11:57:07,9,0,1,0,"fabulous ,fashionista ,fashionweek ,fashionlover ,fashionblogger ,fashionstyle ,usa ,fashionblog ,amazing ,shoutout ,collaboration ,business ,chic ,nyc ,fashionphotographer ,classy ,model'",2 個人、美妝和洋裝的圖像.,25.0,True,False
30,9,2024-10-01 13:46:28,103,0,0,1,South Korea,,54.0,True,False
31,660,2024-11-10 17:42:59,4,0,0,1,"manga ,joke ,animeedits ,I grow ,music ,tomboystyle ,fyp ,Kdrama ,videoedits ,art ,bestfriends ,edits ,Masasa ,korean ,chinesegirl ,kpop ,model",,14.0,True,False
32,16,2024-10-28 00:21:15,7,0,0,1,no hashtage,,27.0,True,True
33,36,2024-10-26 19:24:44,21,0,0,1,"teddybearhamster ,hamsterlandb ,hamsterlandlover ,hamsterine ,misshammytv ,darlenehamsterland ,hamsterbaby ,rodent ,hamsterlive ,hamsterworld'",,29.0,True,False
0,128,2024-11-04 11:58:10,20,0,0,1,"shinee ,key ,key ,Jin Qi Fan ,Choi ,Minho Choi ,minho ,kpop",,20.0,True,False
1,41,2024-10-22 06:24:07,8,0,0,1,"pet ,dog ,cute ,lovely",,33.0,True,False
2,48,2024-11-05 05:23:40,10,0,0,1,no hashtage,,19.0,True,True
3,32,2024-11-08 13:22:51,2,0,1,0,no hashtage,1 人和文字的圖像.,16.0,False,True
4,3,2024-10-29 12:07:41,602,0,0,1,no hashtage,,26.0,False,True
5,310,2024-10-16 04:07:16,32,0,0,1,"NewMonday ,Cash ,Skater ,Japan ,Japan ,fashion ,Genz ,sports ,Hongkong ,Hp ,Nm_",,39.0,True,False
6,20,2024-11-09 08:03:46,583,105,1,0,"ITZY ,MIDZY ,ITZY_GOLD ,ITZY_ImaginaryFriend'",5 個人和文字的圖像.,15.0,True,False
7,95,2024-10-30 13:12:24,30,0,1,0,"Vish Studio ,Giobane ,Dohee Kim Planner",2 個人、禮服、晚宴外套、洋裝和婚禮的圖像.,25.0,True,False
8,127,2024-11-09 03:37:51,910413,0,0,1,"Union ,Taiwan food ,Fishery department ,All -Lianlian Welfare Center ,Autumn seafood season ,Domestic milkfish ,Domestic golden bass ,Domestic Taiwanese bream ,fy private dish ,instareels ,instances ,foodreels ,cookreels'",,15.0,True,False
9,6,2024-10-25 13:43:39,818,0,0,1,"MAMAMOO ,Mamamu ,MYCON ,Solar ,solar ,Jin Rongxian ,Door ,moonbyul ,Bunsei ,Wheein ,Ding Huiren ,hwasa ,Hwasa ,An Huizhen '",,30.0,True,False
10,206,2024-11-05 06:23:05,28,0,0,1,"Black and white chef ,Anshengzai",,19.0,True,False
0,4,2024-10-12 05:02:07,9,0,0,1,"NMMIX ,NMIXX ,Dismissal ,Haewon ,Lee Young -ji ,LEEYOUNGJI'",,43.0,False,False
1,36,2024-10-26 19:24:44,21,0,0,1,"teddybearhamster ,hamstersofinstagram ,hamsterlandb ,hamsterlandlover ,hamsterindonesia ,misshammytv ,darlenehamsterland ,hamsterbaby ,rodent ,hamsterdaily ,hamsterlive",,29.0,True,False
0,40,2024-11-07 10:44:01,10,0,0,1,"Direct Cam Report ,In place ,ITZY ,Believing ,ITZY ,Between ,For the ,Lia ,Lujin ,Chaeryeong ,Yuna ,Lia ,Ritual ,Wisdom ,Color collar ,Na ,Yage ,rear ,Lujin ,Cheleon ,Yuna ,Ide '",,17.0,True,False
